point_t,x,y,dist_m,quality,angle_deg
1776310027.4375892,-0.6299790410375318,1.2289375117773205,1.381,47,117.140625
1776310027.4375892,-0.6487980949548647,1.2388959932064267,1.3985,47,117.640625
1776310027.4375892,-0.8115320011833665,1.4898080618171323,1.6965,47,118.578125
1776310027.4375892,-0.8279686937165903,1.4784444839848545,1.6945,47,119.25
1776310027.4375892,-0.8387551728625757,1.4815518924412572,1.7025,47,119.515625
1776310027.4375892,-0.8616015681718833,1.4811228806968555,1.7135,47,120.1875
1776310027.4375892,-0.7917951413256583,1.2992392790294947,1.5215,47,121.359375
1776310027.4375892,-0.787679102315654,0.5955819689809335,0.9875,47,142.90625
1776310027.4375892,-0.8490482526956736,0.6304151922300285,1.0575,47,143.40625
1776310027.4375892,-0.8691696108887482,0.6231969492122871,1.0695,47,144.359375
1776310027.4375892,-0.8726957606246936,0.6199777087828946,1.0705,47,144.609375
1776310027.4375892,-0.8763724477946534,0.6068997715821021,1.066,47,145.296875
1776310027.4375892,-0.8852492286167137,0.5974594573973311,1.068,47,145.984375
1776310027.4375892,-0.8895955369288625,0.5891593847816131,1.067,47,146.484375
1776310027.4375892,-0.9062182151594421,0.5902633281114751,1.0815,47,146.921875
1776310027.4375892,-0.9100706759827938,0.5815250336109538,1.08,47,147.421875
1776310027.4375892,-0.9110393861345694,0.5668652722751207,1.073,47,148.109375
1776310027.4375892,-0.916212085892387,0.5642086614584372,1.076,47,148.375
1776310027.4375892,-0.9291970079237064,0.5572837432274796,1.0835,47,149.046875
1776310027.4375892,-0.947679925019705,0.5624115572377993,1.102,47,149.3125
1776310027.4375892,-0.979762362150997,0.5599803243974727,1.1285,47,150.25
1776310027.4375892,-0.9809577956145387,0.5507692831150489,1.125,47,150.6875
1776310027.4375892,-0.9660122164190614,0.5313441895129113,1.1025,47,151.1875
1776310027.4375892,-0.9625624851524435,0.5199129371126979,1.094,47,151.625
1776310027.4375892,-0.9696335918923784,0.5125146436677536,1.09675,47,152.140625
1776310027.4375892,-0.9811362311903071,0.5039649748203541,1.103,47,152.8125
1776310027.4375892,-0.9892576370646431,0.502354036023678,1.1095,47,153.078125
1776310027.4375892,-1.1643313913111497,0.556527322965766,1.2905,47,154.453125
1776310027.4375892,-1.1920936556640511,0.5574663363159416,1.316,47,154.9375
1776310027.4375892,-1.1844978646179531,0.54293075867509,1.303,47,155.375
1776310027.4375892,-1.1727628605012668,0.5252164059022588,1.285,47,155.875
1776310027.4375892,-1.1327808188124058,0.4907115920076634,1.2345,47,156.578125
1776310027.4375892,-1.1267686685441702,0.48191557101550225,1.2255,47,156.84375
1776310027.4375892,-1.1060086790706982,0.45777046848861885,1.197,47,157.515625
1776310027.4375892,-1.069700528075438,0.4369451112383899,1.1555,47,157.78125
1776310027.4375892,-0.9918064004629713,0.38662684076598225,1.0645,47,158.703125
1776310027.4375892,-0.9867867831191451,0.37601575054958714,1.056,47,159.140625
1776310027.4375892,-0.9787801772325049,0.36321531445783833,1.044,47,159.640625
1776310027.4375892,-0.9845805751591385,0.3568384137383473,1.04725,47,160.078125
1776310027.4375892,-1.0172265530825815,0.3583467450720466,1.0785,47,160.59375
1776310027.4375892,-1.0129291254864863,0.343227092085083,1.0695,47,161.28125
1776310027.4375892,-1.0192523605131771,0.3401100933349619,1.0745,47,161.546875
1776310027.4375892,-1.0046019962293913,0.32217980875890084,1.055,47,162.21875
1776310027.4375892,-0.9735078479883327,0.29937387979769603,1.0185,47,162.90625
1776310027.4375892,-0.9420617190770011,0.2807289038372881,0.983,47,163.40625
1776310027.4375892,-0.9115206098175791,0.26406661636372863,0.949,47,163.84375
1776310027.4375892,-0.8781630592307597,0.246117129437334,0.912,47,164.34375
1776310027.4375892,-0.8602825268100338,0.2300091825674432,0.8905,47,165.03125
1776310027.4375892,-0.8453799182037888,0.22183055221892978,0.874,47,165.296875
1776310027.4375892,-0.8464677706967684,0.211538561902182,0.8725,47,165.96875
1776310027.4375892,-0.8590946965993764,0.21046746132080713,0.8845,47,166.234375
1776310027.4375892,-0.9106312263138052,0.20762169843784462,0.934,47,167.15625
1776310027.4375892,-1.0368752284401381,0.21036577822262736,1.058,47,168.53125
1776310027.4375892,-1.0760341243359872,0.20824640036381298,1.096,47,169.046875
1776310027.4375892,-1.0867655936927885,0.19713141394907335,1.1045,47,169.71875
1776310027.4375892,-1.0792973558736554,0.19061274250200683,1.096,47,169.984375
1776310027.4375892,-1.0829384040515995,0.17818715730987636,1.0975,47,170.65625
1776310027.4375892,-1.089941531200635,0.16593284353621898,1.1025,47,171.34375
1776310027.4375892,-1.0953075878210445,0.15698260432813854,1.1065,47,171.84375
1776310027.4375892,-1.0959788655519878,0.14854738726540534,1.106,47,172.28125
1776310027.4375892,-1.1021938062481498,0.13960592203848698,1.111,47,172.78125
1776310027.4375892,-1.1167052007967524,0.12784949946513452,1.124,47,173.46875
1776310027.4375892,-1.109333699465616,0.12179796069692812,1.116,47,173.734375
1776310027.4375892,-1.1201702889515164,0.1094018909812627,1.1255,47,174.421875
1776310027.4375892,-1.116682621818008,0.10383723864616079,1.1215,47,174.6875
1776310027.4375892,-1.0853055703435592,0.08333108052366463,1.0885,47,175.609375
1776310027.4375892,-1.090898329258778,0.07538624025912573,1.0935,47,176.046875
1776310027.4375892,-1.0865237298468222,0.06556244717633516,1.0885,47,176.546875
1776310027.4375892,-1.1089622075878676,0.0584215041045948,1.1105,47,176.984375
1776310027.4375892,-1.0874639891918523,0.04747970314716831,1.0885,47,177.5
1776310027.4375892,-1.1139327431574089,0.03555409571076153,1.1145,47,178.171875
1776310027.4375892,-1.0905943395886026,0.029748721943974533,1.091,47,178.4375
1776310027.4375892,-1.07598555613924,-0.005575211182621343,1.076,47,180.296875
1776310027.4375892,-1.0863293092982906,-0.019258290669178984,1.0865,47,181.015625
1776310027.4375892,-1.0228862144378386,-0.03544068725389502,1.0235,47,181.984375
1776310027.4375892,-1.0220141237391114,-0.04490134605750921,1.023,47,182.515625
1776310027.4375892,-1.0099043012714883,-0.05679394574553729,1.0115,47,183.21875
1776310027.4375892,-0.9881698956156839,-0.06016857484508308,0.99,47,183.484375
1776310027.4375892,-0.9584345447541293,-0.07017281113041672,0.961,47,184.1875
1776310027.4375892,-0.9565830991298594,-0.07475977835115362,0.9595,47,184.46875
1776310027.4375892,-0.9477407161662817,-0.08995295948785212,0.952,47,185.421875
1776310027.4375892,-0.9514760546576393,-0.09790591102243534,0.9565,47,185.875
1776310027.4375892,-0.9465813030351707,-0.1060192753429211,0.9525,47,186.390625
1776310027.4375892,-0.9586206266917668,-0.1150510498912728,0.9655,47,186.84375
1776310027.4375892,-0.9594961295277629,-0.12419109235868177,0.9675,47,187.375
1776310027.4375892,-0.9420586274036264,-0.13370786264986603,0.9515,47,188.078125
1776310027.4375892,-0.9359868481382814,-0.13727570838340575,0.946,47,188.34375
1776310027.4375892,-0.9317628858703565,-0.14835826405881508,0.9435,47,189.046875
1776310027.4375892,-0.9101183367764504,-0.15664246890057543,0.9235,47,189.765625
1776310027.4375892,-0.8943217425437373,-0.16953962166270548,0.91025,47,190.734375
1776310027.4375892,-0.8954569610081494,-0.1781174640007252,0.913,47,191.25
1776310027.4375892,-0.8877717245292053,-0.18819568307068238,0.9075,47,191.96875
1776310027.4375892,-0.8912875065384143,-0.19326298323407937,0.912,47,192.234375
1776310027.4375892,-0.888848760130409,-0.2041858996469504,0.912,47,192.9375
1776310027.4375892,-0.8908132988377004,-0.20898963279046645,0.915,47,193.203125
1776310027.4375892,-0.8871525679880552,-0.2240208050878289,0.915,47,194.171875
1776310027.4375892,-0.8790637754092959,-0.229388597718271,0.9085,47,194.625
1776310027.4375892,-0.8731027066376933,-0.23624545215079618,0.9045,47,195.140625
1776310027.4375892,-0.8702438777369799,-0.24287413049006346,0.9035,47,195.59375
1776310027.4375892,-0.8540250165472045,-0.2469053889884689,0.889,47,196.125
1776310027.4375892,-0.8533237448603357,-0.25809075236732665,0.8915,47,196.828125
1776310027.4375892,-0.8377103958817445,-0.2578634185603901,0.8765,47,197.109375
1776310027.4375892,-0.8297952951406172,-0.2663682003590067,0.8715,47,197.796875
1776310027.4375892,-0.7832438351195363,-0.26230725256317355,0.826,47,198.515625
1776310027.4375892,-0.7558000216397106,-0.2607040032094117,0.7995,47,199.03125
1776310027.4375892,-0.7296749455096248,-0.2581675306763539,0.774,47,199.484375
1776310027.4375892,-0.6925534615192145,-0.2520688456310178,0.737,47,200.0
1776310027.4375892,-0.6757747013526775,-0.25560673506717235,0.7225,47,200.71875
1776310027.4375892,-0.6713565483075676,-0.2669955712077423,0.7225,47,201.6875
1776310027.4375892,-0.686267144308998,-0.27683461965941486,0.74,47,201.96875
1776310027.4375892,-0.6778097720668033,-0.2931828147943672,0.7385,47,203.390625
1776310027.4375892,-0.6829972148969176,-0.3025290142169075,0.747,47,203.890625
1776310027.4375892,-0.6860498560049851,-0.3103942574783547,0.753,47,204.34375
1776310027.4375892,-0.6820083779728874,-0.31621612051695147,0.75175,47,204.875
1776310027.4375892,-0.6728900805614525,-0.3220790888617297,0.746,47,205.578125
1776310027.4375892,-0.6713009780131489,-0.32537823670090443,0.746,47,205.859375
1776310027.4375892,-0.6615337883742541,-0.3305046094069002,0.7395,47,206.546875
1776310027.4375892,-0.660446936318025,-0.34038044054871114,0.743,47,207.265625
1776310027.4375892,-0.6485096939954803,-0.3416492013657994,0.733,47,207.78125
1776310027.4375892,-0.6545976990393192,-0.3514980119608487,0.743,47,208.234375
1776310027.4375892,-0.646585982334287,-0.3547292170780482,0.7375,47,208.75
1776310027.4375892,-0.6386028080539192,-0.36084443122438414,0.7335,47,209.46875
1776310027.4375892,-0.6425672371545924,-0.36702499333902827,0.74,47,209.734375
1776310027.4375892,-0.6306863423333875,-0.37057656104256415,0.7315,47,210.4375
1776310027.4375892,-0.6196824101148427,-0.3820702953570977,0.728,47,211.65625
1776310027.4375892,-0.6234177306728097,-0.39121136624945363,0.736,47,212.109375
1776310027.4375892,-0.6215563184826195,-0.3978840823083181,0.738,47,212.625
1776310027.4375892,-0.6170237047807978,-0.4021367898347264,0.7365,47,213.09375
1776310027.4375892,-0.6152536656479194,-0.408918683122694,0.73875,47,213.609375
1776310027.4375892,-0.612047721400931,-0.4177063403013275,0.741,47,214.3125
1776310027.4375892,-0.6124595395008378,-0.42240893986091455,0.744,47,214.59375
1776310027.4375892,-0.5925620350414255,-0.4382228139058537,0.737,47,216.484375
1776310027.4375892,-0.5896838613868822,-0.44789864212772107,0.7405,47,217.21875
1776310027.4375892,-0.5926218355210108,-0.4588568513858196,0.7495,47,217.75
1776310027.4375892,-0.5885251857208302,-0.463695663417572,0.74925,47,218.234375
1776310027.4375892,-0.5732150950732682,-0.4600537520552834,0.735,47,218.75
1776310027.4375892,-0.5823216046704809,-0.47976223145845487,0.7545,47,219.484375
1776310027.4375892,-0.5761162339505096,-0.47941666114005865,0.7495,47,219.765625
1776310027.4375892,-0.5805699547356237,-0.4958535849000951,0.7635,47,220.5
1776310027.4375892,-0.5970735428919776,-0.5332011200085965,0.8005,47,221.765625
1776310027.4375892,-0.6034271895433623,-0.5478144091932952,0.815,47,222.234375
1776310027.4375892,-0.5942841993517071,-0.5496512898201008,0.8095,47,222.765625
1776310027.4375892,-0.5963245572293336,-0.5606596761362808,0.8185,47,223.234375
1776310027.4375892,-0.5873361745691354,-0.5628662967725943,0.8135,47,223.78125
1776310027.4375892,-0.5855786187555831,-0.5754465059901775,0.821,47,224.5
1776310027.4375892,-0.5795527529124291,-0.5751442050404618,0.8165,47,224.78125
1776310027.4375892,-0.5612724982115441,-0.571466694350049,0.801,47,225.515625
1776310027.4375892,-0.5568408881686725,-0.5816835804486181,0.80525,47,226.25
1776310027.4375892,-0.5363427323331802,-0.5704607554191425,0.783,47,226.765625
1776310027.4375892,-0.5309787629886581,-0.5740954217332119,0.782,47,227.234375
1776310027.4375892,-0.5184194399093345,-0.5713611242673865,0.7715,47,227.78125
1776310027.4375892,-0.4961494174150386,-0.5611031594980711,0.749,47,228.515625
1776310027.4375892,-0.49075422026956234,-0.5605223414705375,0.745,47,228.796875
1776310027.4375892,-0.47686726155625214,-0.5586482478768201,0.7345,47,229.515625
1776310027.4375892,-0.47233511292851255,-0.5585622535535402,0.7315,47,229.78125
1776310027.4375892,-0.4682054643527429,-0.5736932047272587,0.7405,47,230.78125
1776310027.4375892,-0.4622444842079276,-0.5759446907640934,0.7385,47,231.25
1776310027.4375892,-0.451316506547138,-0.5731349412817955,0.7295,47,231.78125
1776310027.4375892,-0.44232698482488964,-0.5712732170299268,0.7225,47,232.25
1776310027.4375892,-0.42959853740980986,-0.5659110766324973,0.7105,47,232.796875
1776310027.4375892,-0.43435789085241017,-0.5873359112588347,0.7305,47,233.515625
1776310027.4375892,-0.44121531066036324,-0.6027752895058648,0.747,47,233.796875
1776310027.4375892,-0.4438980112427591,-0.6230405730084705,0.765,47,234.53125
1776310027.4375892,-0.4395796164177837,-0.63402051294102,0.7715,47,235.265625
1776310027.4375892,-0.4378980915783227,-0.6442718846822846,0.779,47,235.796875
1776310027.4375892,-0.438721336719362,-0.6569806608319428,0.79,47,236.265625
1776310027.4375892,-0.43617045785948205,-0.6664589872532666,0.7965,47,236.796875
1776310027.4375892,-0.42786110523214665,-0.6724164443479398,0.797,47,237.53125
1776310027.4375892,-0.4173639098747556,-0.6630834161205186,0.7835,47,237.8125
1776310027.4375892,-0.41240642072387435,-0.6738107628598127,0.79,47,238.53125
1776310027.4375892,-0.40339766031496616,-0.666416782240972,0.779,47,238.8125
1776310027.4375892,-0.3871101217227815,-0.665038347510708,0.7695,47,239.796875
1776310027.4375892,-0.3816563951005167,-0.6681830932303497,0.7695,47,240.265625
1776310027.4375892,-0.37672446122984155,-0.6744145092679171,0.7725,47,240.8125
1776310027.4375892,-0.37023335345239355,-0.6757199967378462,0.7705,47,241.28125
1776310027.4375892,-0.3609342867877775,-0.6739337434948619,0.7645,47,241.828125
1776310027.4375892,-0.3515298657430872,-0.6766335814092048,0.7625,47,242.546875
1776310027.4375892,-0.3493458797847853,-0.680575092313401,0.765,47,242.828125
1776310027.4375892,-0.33766284703167865,-0.6786367229486342,0.758,47,243.546875
1776310027.4375892,-0.3298351089683208,-0.6852510860201944,0.7605,47,244.296875
1776310027.4375892,-0.3213778843280361,-0.6986252611127338,0.769,47,245.296875
1776310027.4375892,-0.31120118890376774,-0.6933641323466924,0.76,47,245.828125
1776310027.4375892,-0.30507307996221766,-0.7037182787752257,0.767,47,246.5625
1776310027.4375892,-0.30043532946213314,-0.7024490108263941,0.764,47,246.84375
1776310027.4375892,-0.2977068187484279,-0.7209512119905832,0.78,47,247.5625
1776310027.4375892,-0.2977470553934176,-0.7312023940090384,0.7895,47,247.84375
1776310027.4375892,-0.3803498749762632,-1.0958713303146226,1.16,47,250.859375
1776310027.4375892,-0.3596421446376885,-1.080730552820824,1.139,47,251.59375
1776310027.4375892,-0.3478584098395007,-1.0877309073037935,1.142,47,252.265625
1776310027.4375892,-0.33169892233017617,-1.08388102434031,1.1335,47,252.984375
1776310027.4375892,-0.3190234401140638,-1.0934098246576114,1.139,47,253.734375
1776310027.4375892,-0.3113123105073408,-1.104983549799082,1.148,47,254.265625
1776310027.4375892,-0.30202559200137014,-1.1078170445864344,1.14825,47,254.75
1776310027.4375892,-0.2940911974314912,-1.11951624266614,1.1575,47,255.28125
1776310027.4375892,-0.2807396466229005,-1.12860721724347,1.163,47,256.03125
1776310027.4375892,-0.2737764917567069,-1.1241420873543477,1.157,47,256.3125
1776310027.4375892,-0.24262024871534635,-1.079060431539079,1.106,47,257.328125
1776310027.4375892,-0.22566534211323536,-1.1393671064976891,1.1615,47,258.796875
1776310027.4375892,-0.20978749280795136,-1.1149347325567331,1.1345,47,259.34375
1776310027.4375892,-0.19384953965560756,-1.0787207034146091,1.096,47,259.8125
1776310027.4375892,-0.16294618436053834,-0.9592588498431178,0.973,47,260.359375
1776310027.4375892,-0.14181343005524114,-0.9049557729833914,0.916,47,261.09375
1776310027.4375892,-0.12776649731903328,-0.8438826767761177,0.8535,47,261.390625
1776310027.4375892,-0.11415037585551134,-0.8236273075196363,0.8315,47,262.109375
1776310027.4375892,-0.10273812271564824,-0.8200897073740557,0.8265,47,262.859375
1776310027.4375892,-0.09363359715786765,-0.8080934348720314,0.8135,47,263.390625
1776310027.4375892,-0.08519829150108135,-0.7939417492016003,0.7985,47,263.875
1776310027.4375892,-0.07810254944775179,-0.7996950930009271,0.8035,47,264.421875
1776310027.4375892,-0.06763541666137798,-0.7981393677880085,0.801,47,265.15625
1776310027.4375892,-0.06274590167380814,-0.7890089998365929,0.7915,47,265.453125
1776310027.4375892,-0.05176369918124057,-0.7767771684640802,0.7785,47,266.1875
1776310027.4375892,-0.047549740809078166,-0.7705342446309505,0.772,47,266.46875
1776310027.4375892,-0.033918164833587894,-0.7672506488067128,0.768,47,267.46875
1776310027.4375892,-0.02758606059338196,-0.7660034329302567,0.7665,47,267.9375
1776310027.4375892,-0.020233914606113377,-0.7647323640985207,0.765,47,268.484375
1776310027.4375892,-0.013795264748424567,-0.7663758481779817,0.7665,47,268.96875
1776310027.4375892,-0.006509455156442215,-0.7699724845691347,0.77,47,269.515625
1776310027.4375892,0.0033095700924799286,-0.758492779626677,0.7585,47,270.25
1776310027.4375892,0.007134749209183124,-0.7694669228457595,0.7695,47,270.53125
1776310027.4375892,0.016786520534119373,-0.7598145910209658,0.76,47,271.265625
1776310027.4375892,0.02666321548071098,-0.7635345918425892,0.764,47,272.0
1776310027.4375892,0.03434958231161522,-0.7722364315383066,0.773,47,272.546875
1776310027.4375892,0.0400349073602849,-0.7599461863794393,0.761,47,273.015625
1776310027.4375892,0.04756610250770144,-0.7640207561920205,0.7655,47,273.5625
1776310027.4375892,0.057916513817308786,-0.7708272682172378,0.773,47,274.296875
1776310027.4375892,0.061429177374087277,-0.7645361052083433,0.767,47,274.59375
1776310027.4375892,0.07120003256254782,-0.7656967776888527,0.769,47,275.3125
1776310027.4375892,0.07570407729877728,-0.7707912445535048,0.7745,47,275.609375
1776310027.4375892,0.08810881207664101,-0.7604124454757715,0.7655,47,276.609375
1776310027.4375892,0.09445012639742993,-0.7606585460135904,0.7665,47,277.078125
1776310027.4375892,0.10163967979952758,-0.7592268274305444,0.766,47,277.625
1776310027.4375892,0.10763642912946479,-0.7568848321404371,0.7645,47,278.09375
1776310027.4375892,0.1147984366505676,-0.7540615899530924,0.76275,47,278.65625
1776310027.4375892,0.12363766430649274,-0.7488622890524231,0.759,47,279.375
1776310027.4375892,0.12650814392929255,-0.7422969011922153,0.753,47,279.671875
1776310027.4375892,0.1373664039544299,-0.7479911236536355,0.7605,47,280.40625
1776310027.4375892,0.14549292345588813,-0.7388104014050283,0.753,47,281.140625
1776310027.4375892,0.15081608782655428,-0.7290643028243072,0.7445,47,281.6875
1776310027.4375892,0.15793379863454077,-0.7331827297808264,0.75,47,282.15625
1776310027.4375892,0.16646385426425167,-0.7384705716705914,0.757,47,282.703125
1776310027.4375892,0.17297510216475676,-0.7230987927185967,0.7435,47,283.453125
1776310027.4375892,0.17782832228420045,-0.727583732496533,0.749,47,283.734375
1776310027.4375892,0.18776372104779385,-0.727665469194661,0.7515,47,284.46875
1776310027.4375892,0.1868778299828571,-0.7098117191628343,0.734,47,284.75
1776310027.4375892,0.20154453402481737,-0.7146230130668332,0.7425,47,285.75
1776310027.4375892,0.2075238724261147,-0.7134303346320996,0.743,47,286.21875
1776310027.4375892,0.21331424322797937,-0.7080658752094148,0.7395,47,286.765625
1776310027.4375892,0.22102571750708205,-0.7125051804727314,0.746,47,287.234375
1776310027.4375892,0.22986786934613057,-0.7054961110043557,0.742,47,288.046875
1776310027.4375892,0.23856931281092597,-0.7015452109343506,0.741,47,288.78125
1776310027.4375892,0.24413302258791242,-0.7065092478390428,0.7475,47,289.0625
1776310027.4375892,0.2526602055815327,-0.7019108351603484,0.746,47,289.796875
1776310027.4375892,0.2620167769728128,-0.6984720528301611,0.746,47,290.5625
1776310027.4375892,0.27046111995604377,-0.7011440883243061,0.7515,47,291.09375
1776310027.4375892,0.2771143527448803,-0.7006924328853467,0.7535,47,291.578125
1776310027.4375892,0.2879275336612307,-0.7087473000722901,0.765,47,292.109375
1776310027.4375892,0.30145388785318294,-0.7145108841005856,0.7755,47,292.875
1776310027.4375892,0.30495758900246606,-0.7130225234239119,0.7755,47,293.15625
1776310027.4375892,0.31427378183710863,-0.7095125016867578,0.776,47,293.890625
1776310027.4375892,0.31898121862636164,-0.7106982356553597,0.779,47,294.171875
1776310027.4375892,0.32878402019859343,-0.6995927873141996,0.773,47,295.171875
1776310027.4375892,0.3396656808122368,-0.7071544918038487,0.7845,47,295.65625
1776310027.4375892,0.34750361972016597,-0.7061233846017155,0.787,47,296.203125
1776310027.4375892,0.3532688841223564,-0.7032567777923973,0.787,47,296.671875
1776310027.4375892,0.35832543026568403,-0.6961981657724419,0.783,47,297.234375
1776310027.4375892,0.36721910718322887,-0.6915483550118185,0.783,47,297.96875
1776310027.4375892,0.37013597973854767,-0.6888565572766114,0.782,47,298.25
1776310027.4375892,0.3801460175137106,-0.6862428545117724,0.7845,47,298.984375
1776310027.4375892,0.3791764964968744,-0.663841422709035,0.7645,47,299.734375
1776310027.4375892,0.38246987138934857,-0.655010723178953,0.7585,47,300.28125
