point_t,x,y,dist_m,quality,angle_deg,imu_t,ax,ay,az,pitch,roll
1776308725.4825828,0.21225741942734364,0.544061382472644,0.584,47,68.6875,37084172.0,-0.479,-0.013,0.771,-31.89,-0.8
1776308725.5838683,0.20583572432540048,0.5459889235061804,0.5835,47,69.34375,37199788.0,-0.479,-0.01,0.771,-31.84,-0.65
1776308725.6845946,0.21086002000806103,0.5400445485903919,0.57975,47,68.671875,37257620.0,-0.479,-0.01,0.77,-31.9,-0.65
1776308725.786179,0.2077700667099281,0.5452557651041867,0.5835,47,69.140625,37373244.0,-0.479,-0.01,0.764,-32.05,-0.65
1776308725.8862872,0.2085701466353648,0.5433438082213714,0.582,47,69.0,37488884.0,-0.479,-0.009,0.771,-31.89,-0.55
1776308725.9860032,0.20858809838094047,0.5261625273751667,0.566,47,68.375,37604512.0,-0.479,-0.012,0.772,-31.84,-0.74
1776308726.086679,0.21317625041688903,0.5334848978726537,0.5745,47,68.21875,37662328.0,-0.479,-0.01,0.767,-32.0,-0.62
1776308726.1882505,0.2090014378844315,0.5404985189269625,0.5795,47,68.859375,37777960.0,-0.48,-0.011,0.768,-32.02,-0.68
1776308726.289418,0.2096388587816307,0.5434683053212354,0.5825,47,68.90625,37893584.0,-0.478,-0.009,0.769,-31.85,-0.59
1776308726.3889005,0.20772517412169264,0.5393832144552817,0.578,47,68.9375,38009208.0,-0.479,-0.01,0.77,-31.9,-0.65
1776308726.4912925,0.20619738411467056,0.5442486920372588,0.582,47,69.25,38067008.0,-0.48,-0.011,0.771,-31.92,-0.71
1776308726.5914693,0.20430502779431547,0.5428254375192488,0.58,47,69.375,38182648.0,-0.48,-0.015,0.771,-31.88,-0.92
1776308726.6906328,0.2118122392646854,0.5442348530714287,0.584,47,68.734375,38298292.0,-0.479,-0.011,0.771,-31.89,-0.71
1776308726.7901855,0.2127029155972935,0.5293653933687115,0.5705,47,68.109375,38413956.0,-0.479,-0.009,0.771,-31.85,-0.59
1776308726.890618,0.21146945900248842,0.5390006195814573,0.579,47,68.578125,38471776.0,-0.475,-0.014,0.769,-31.72,-0.87
1776308726.9897542,0.2132956201337707,0.5436552017885511,0.584,47,68.578125,38587400.0,-0.479,-0.011,0.771,-31.85,-0.71
1776308727.0924678,0.2090014378844315,0.5404985189269625,0.5795,47,68.859375,38703020.0,-0.479,-0.012,0.772,-31.77,-0.74
1776308727.19229,0.21028112837183557,0.5416113431702364,0.581,47,68.78125,38818676.0,-0.479,-0.012,0.769,-31.91,-0.74
1776308727.587952,0.16510129299294413,0.5601763678093338,0.584,47,73.578125,39165608.0,-0.481,-0.01,0.77,-32.03,-0.65
1776308729.9486349,0.20905031872058355,0.5302810238381366,0.57,47,68.484375,41536084.0,-0.48,-0.011,0.768,-32.03,-0.68
1776308730.0656548,0.20770573816039065,0.5415333104576737,0.58,47,69.015625,41651712.0,-0.479,-0.011,0.769,-31.94,-0.68
1776308730.1783018,0.21264193068163015,0.5363883008753908,0.577,47,68.375,41767360.0,-0.479,-0.011,0.772,-31.79,-0.68
1776308730.285441,0.20767267807795695,0.5297481088025979,0.569,47,68.59375,41882996.0,-0.479,-0.01,0.769,-31.94,-0.65
1776308730.386275,0.20980498336685457,0.5412597518331045,0.5805,47,68.8125,41998628.0,-0.479,-0.011,0.767,-32.0,-0.71
1776308730.482948,0.20521297194316065,0.5456891387468286,0.583,47,69.390625,42056432.0,-0.48,-0.01,0.773,-31.86,-0.65
1776308730.578344,0.20589015300996105,0.5470370141896569,0.5845,47,69.375,42172052.0,-0.479,-0.011,0.77,-31.92,-0.68
1776308730.6736004,0.21011544548964994,0.5438202824156947,0.583,47,68.875,42287688.0,-0.48,-0.01,0.772,-31.9,-0.62
1776308730.7698276,0.2074950427867289,0.5405430669418798,0.579,47,69.0,42345492.0,-0.48,-0.01,0.772,-31.87,-0.62
1776308730.8678026,0.20853900165038086,0.5428201680028686,0.5815,47,68.984375,42461092.0,-0.479,-0.012,0.772,-31.79,-0.74
1776308730.965721,0.20711701115644304,0.5430967742397499,0.58125,47,69.125,42576728.0,-0.48,-0.01,0.77,-31.95,-0.62
1776308731.064567,0.20773697949110478,0.5420568211469277,0.5805,47,69.03125,42634540.0,-0.478,-0.01,0.766,-31.96,-0.65
1776308731.164494,0.2090145988987485,0.54317299035132,0.582,47,68.953125,42750164.0,-0.483,-0.011,0.768,-32.16,-0.71
1776308731.2665308,0.2086941315772428,0.5357907795447963,0.575,47,68.71875,42865796.0,-0.479,-0.012,0.768,-31.95,-0.74
1776308731.3689075,0.20833185907852408,0.5327117761912965,0.572,47,68.640625,42981424.0,-0.478,-0.009,0.767,-31.93,-0.56
1776308731.4664783,0.21053423531499033,0.5444624856317763,0.58375,47,68.859375,43039236.0,-0.479,-0.011,0.767,-31.95,-0.68
1776308731.5685363,0.20934407579253383,0.5489365245003924,0.5875,47,69.125,43154864.0,-0.478,-0.011,0.77,-31.83,-0.68
1776308731.6770165,0.2097527726804506,0.5359141949536914,0.5755,47,68.625,43270508.0,-0.477,-0.01,0.771,-31.76,-0.65
1776308731.7710147,0.21121844523285446,0.5444655805406028,0.584,47,68.796875,43386148.0,-0.476,-0.01,0.77,-31.71,-0.65
1776308731.8714345,0.20562899415950966,0.5383129008866018,0.57625,47,69.09375,43443956.0,-0.481,-0.011,0.77,-31.99,-0.68
1776308731.9721987,0.20936209610338652,0.5414312169751541,0.5805,47,68.859375,43559592.0,-0.479,-0.011,0.77,-31.87,-0.68
1776308732.0724785,0.2069671437961225,0.5418160217166664,0.58,47,69.09375,43675224.0,-0.481,-0.009,0.768,-32.05,-0.59
1776308732.1722884,0.21131430357338243,0.5460371004842953,0.5855,47,68.84375,43790828.0,-0.481,-0.012,0.768,-32.05,-0.74
1776308732.2725835,0.2076709520651212,0.5361881905342247,0.575,47,68.828125,43848644.0,-0.478,-0.011,0.769,-31.86,-0.71
1776308732.3740332,0.20407192206040134,0.5413103551813632,0.5785,47,69.34375,43964284.0,-0.479,-0.009,0.771,-31.83,-0.55
1776308732.4749978,0.20666339058688363,0.5472798580170233,0.585,47,69.3125,44079904.0,-0.48,-0.012,0.77,-31.96,-0.74
1776308732.5770397,0.20740943538225143,0.5469975558578078,0.585,47,69.234375,44195528.0,-0.479,-0.011,0.768,-31.97,-0.68
1776308732.6773834,0.20999877831207678,0.5395753080965021,0.579,47,68.734375,44253360.0,-0.48,-0.009,0.771,-31.93,-0.59
1776308732.7782538,0.21263367111609882,0.5476706783347915,0.5875,47,68.78125,44368984.0,-0.481,-0.011,0.768,-32.08,-0.68
1776308732.8787735,0.2094100681332581,0.539804060159262,0.579,47,68.796875,44484620.0,-0.48,-0.011,0.772,-31.85,-0.68
1776308732.9792082,0.21047584934126168,0.5447530787834746,0.584,47,68.875,44542436.0,-0.48,-0.011,0.772,-31.87,-0.68
1776308733.0792375,0.2093292844962627,0.540907802358482,0.58,47,68.84375,44658084.0,-0.48,-0.01,0.771,-31.93,-0.65
1776308733.1787636,0.20913718208521784,0.5479451515156005,0.5865,47,69.109375,44773716.0,-0.48,-0.012,0.771,-31.9,-0.74
1776308733.2798176,0.21026374165077405,0.5437629620956327,0.583,47,68.859375,44889348.0,-0.479,-0.011,0.768,-31.92,-0.68
1776308733.3814995,0.21013628190401357,0.5360324668595708,0.57575,47,68.59375,44947168.0,-0.48,-0.009,0.773,-31.82,-0.58
1776308733.481159,0.20945474002629422,0.5381774446040242,0.5775,47,68.734375,45062796.0,-0.479,-0.011,0.77,-31.92,-0.71
1776308733.581995,0.20548643949595594,0.5397050798197798,0.5775,47,69.15625,45178432.0,-0.478,-0.009,0.768,-31.87,-0.56
1776308733.6826794,0.21448118324549342,0.5431885694983033,0.584,47,68.453125,45294060.0,-0.478,-0.011,0.774,-31.68,-0.71
1776308733.782969,0.21125095467338517,0.5380121133855476,0.578,47,68.5625,45351876.0,-0.479,-0.011,0.771,-31.85,-0.71
1776308733.882399,0.2055179016330737,0.5429020557230726,0.5805,47,69.265625,45467496.0,-0.479,-0.013,0.77,-31.91,-0.83
1776308733.9839687,0.21207569218468328,0.5435955764944997,0.5835,47,68.6875,45583116.0,-0.478,-0.01,0.771,-31.79,-0.65
1776308734.082803,0.20439604177788687,0.5417224917847996,0.579,47,69.328125,45698760.0,-0.479,-0.014,0.77,-31.85,-0.86
1776308734.1829667,0.20720019143040425,0.5406561575263928,0.579,47,69.03125,45756588.0,-0.48,-0.01,0.77,-31.93,-0.65
1776308734.2834065,0.21246313665678185,0.5437126796957761,0.58375,47,68.65625,45872220.0,-0.481,-0.01,0.776,-31.8,-0.64
1776308734.3856082,0.21384069148971666,0.5525652980989666,0.5925,47,68.84375,45987840.0,-0.481,-0.012,0.772,-31.92,-0.77
1776308734.4865012,0.20734291912496597,0.5486266160958088,0.5865,47,69.296875,46045664.0,-0.477,-0.012,0.769,-31.83,-0.77
1776308734.587014,0.2106932405587491,0.5323200244052942,0.5725,47,68.40625,46161296.0,-0.479,-0.011,0.771,-31.85,-0.71
1776308734.6859105,0.20753254897458956,0.543740968767399,0.582,47,69.109375,46276932.0,-0.48,-0.013,0.767,-32.03,-0.8
1776308734.7855859,0.2083792261537582,0.5402028305253137,0.579,47,68.90625,46392544.0,-0.479,-0.012,0.768,-31.96,-0.74
1776308734.8875597,0.20812555477069505,0.5435142624176392,0.582,47,69.046875,46450364.0,-0.479,-0.009,0.77,-31.86,-0.59
1776308734.9868886,0.20883340975998127,0.5378825215305101,0.577,47,68.78125,46565992.0,-0.481,-0.01,0.772,-31.92,-0.65
1776308735.0868948,0.21361796333512223,0.5384217011233429,0.57925,47,68.359375,46681636.0,-0.479,-0.01,0.773,-31.79,-0.65
1776308735.1871023,0.20928475475646416,0.527499897086745,0.5675,47,68.359375,46797268.0,-0.48,-0.012,0.77,-31.98,-0.74
1776308735.287826,0.21633530769768916,0.5354486760123197,0.5775,47,68.0,46855068.0,-0.479,-0.01,0.771,-31.83,-0.62
1776308735.386536,0.20916591062164655,0.548469344479541,0.587,47,69.125,46970688.0,-0.48,-0.011,0.771,-31.93,-0.71
1776308735.4853542,0.21018845352638452,0.5335944752376911,0.5735,47,68.5,47086320.0,-0.479,-0.01,0.771,-31.86,-0.65
1776308735.5842633,0.21299907050851327,0.5437714556341748,0.584,47,68.609375,47144140.0,-0.479,-0.012,0.771,-31.84,-0.74
1776308735.687472,0.2077700667099281,0.5452557651041867,0.5835,47,69.140625,47259792.0,-0.48,-0.012,0.768,-32.03,-0.77
1776308735.786119,0.2059279158639613,0.5395367860191975,0.5775,47,69.109375,47375428.0,-0.479,-0.013,0.771,-31.87,-0.8
1776308735.8880486,0.21094428144616298,0.5316827156539526,0.572,47,68.359375,47491040.0,-0.48,-0.012,0.766,-32.08,-0.74
1776308735.987605,0.21113384729364426,0.5455708006546759,0.585,47,68.84375,47548860.0,-0.481,-0.011,0.772,-31.95,-0.71
1776308736.0883176,0.20937240655602005,0.5494608224186148,0.588,47,69.140625,47664488.0,-0.481,-0.011,0.769,-32.05,-0.68
1776308736.1891599,0.2067680348822294,0.533856937531902,0.5725,47,68.828125,47780112.0,-0.479,-0.008,0.768,-31.94,-0.49
1776308736.2885885,0.2087570225802087,0.5523683150973147,0.5905,47,69.296875,47895752.0,-0.479,-0.01,0.768,-31.99,-0.62
1776308736.3892698,0.21271786817182187,0.539584199694946,0.58,47,68.484375,47953568.0,-0.478,-0.011,0.769,-31.85,-0.71
1776308736.4896407,0.20398858001225018,0.5279627441634359,0.566,47,68.875,48069204.0,-0.479,-0.011,0.771,-31.88,-0.68
1776308736.5896132,0.20885403200900882,0.540555495128465,0.5795,47,68.875,48184832.0,-0.479,-0.01,0.767,-31.98,-0.62
1776308736.6911755,0.20949756980096185,0.5344031888448001,0.574,47,68.59375,48300460.0,-0.482,-0.011,0.768,-32.1,-0.71
1776308736.7911627,0.2073791207839711,0.5411230453999045,0.5795,47,69.03125,48358276.0,-0.479,-0.011,0.771,-31.82,-0.71
1776308736.8916376,0.209584217844607,0.5450967396989862,0.584,47,68.96875,48473916.0,-0.478,-0.009,0.767,-31.92,-0.56
1776308736.9920433,0.21128025837989187,0.540685585547577,0.5805,47,68.65625,48589564.0,-0.48,-0.009,0.769,-31.97,-0.59
1776308737.0921462,0.21000382638549692,0.5272140389855434,0.5675,47,68.28125,48705196.0,-0.479,-0.012,0.771,-31.88,-0.74
1776308737.1929002,0.20754548106449397,0.5389166199791094,0.5775,47,68.9375,48763032.0,-0.48,-0.012,0.771,-31.91,-0.77
1776308737.293137,0.20868145167402313,0.5414260006937444,0.58025,47,68.921875,48878664.0,-0.481,-0.012,0.771,-32.0,-0.77
1776308737.3928442,0.20634579725208604,0.5441924401867422,0.582,47,69.234375,48994288.0,-0.481,-0.009,0.77,-32.01,-0.59
1776308737.4932787,0.21014591684038883,0.5395180197503252,0.579,47,68.71875,49052104.0,-0.481,-0.012,0.772,-31.92,-0.74
1776308737.5960834,0.20769644498877665,0.5495620408461852,0.5875,47,69.296875,49167744.0,-0.48,-0.011,0.771,-31.91,-0.71
1776308737.6949437,0.21186624071821789,0.5340065037468459,0.5745,47,68.359375,49283388.0,-0.479,-0.01,0.77,-31.9,-0.62
1776308737.795779,0.2102477302025292,0.5410879244121832,0.5805,47,68.765625,49399004.0,-0.479,-0.012,0.768,-31.99,-0.74
1776308737.8947523,0.20974766158577243,0.541550072439567,0.58075,47,68.828125,49456820.0,-0.48,-0.012,0.772,-31.87,-0.74
1776308737.9951706,0.2058966240868322,0.5390135250526147,0.577,47,69.09375,49572460.0,-0.48,-0.013,0.768,-32.04,-0.8
1776308738.093558,0.2080746270479811,0.5354952843665792,0.5745,47,68.765625,49688080.0,-0.479,-0.011,0.77,-31.92,-0.71
1776308738.1932104,0.20442592892468198,0.5395730159888287,0.577,47,69.25,49745888.0,-0.482,-0.01,0.77,-32.04,-0.62
1776308738.2917106,0.20708311170966487,0.5465865300614738,0.5845,47,69.25,49861520.0,-0.482,-0.011,0.771,-32.01,-0.68
1776308738.390896,0.2114077315322097,0.5476091407641085,0.587,47,68.890625,49977164.0,-0.481,-0.01,0.773,-31.87,-0.65
1776308738.490769,0.20667159555487638,0.5446036187823229,0.5825,47,69.21875,50092800.0,-0.477,-0.01,0.769,-31.83,-0.65
1776308738.5887446,0.20878059694952267,0.5470108886826669,0.5855,47,69.109375,50150624.0,-0.477,-0.01,0.768,-31.83,-0.65
1776308738.687616,0.20521474559257097,0.5376682603533302,0.5755,47,69.109375,50266252.0,-0.479,-0.011,0.772,-31.79,-0.68
1776308738.7876182,0.20427680023785846,0.5423017968664515,0.5795,47,69.359375,50381892.0,-0.48,-0.01,0.771,-31.93,-0.65
1776308738.8860428,0.2106562401543161,0.540392402318951,0.58,47,68.703125,50439700.0,-0.479,-0.012,0.77,-31.87,-0.74
1776308738.9840174,0.20934241163648093,0.5435825647408333,0.5825,47,68.9375,50555340.0,-0.479,-0.011,0.771,-31.86,-0.71
1776308739.083234,0.209584217844607,0.5450967396989862,0.584,47,68.96875,50670980.0,-0.479,-0.01,0.769,-31.96,-0.65
1776308739.1837633,0.20919416470536256,0.5436396338138212,0.5825,47,68.953125,50786616.0,-0.479,-0.012,0.773,-31.79,-0.74
1776308739.2832873,0.21165207511561668,0.5394660778021667,0.5795,47,68.578125,50844424.0,-0.48,-0.011,0.769,-31.98,-0.71
1776308739.3842602,0.2109921913947534,0.5343524540698207,0.5745,47,68.453125,50960060.0,-0.478,-0.013,0.771,-31.77,-0.83
1776308739.4857986,0.21674383196355976,0.5244791333368299,0.5675,47,67.546875,51075692.0,-0.482,-0.011,0.768,-32.12,-0.71
1776308739.58566,0.21324081177730922,0.5323820115223223,0.5735,47,68.171875,51191332.0,-0.48,-0.009,0.768,-32.03,-0.56
1776308739.6849105,0.2133637949443155,0.5447025711403978,0.585,47,68.609375,51249128.0,-0.478,-0.012,0.772,-31.75,-0.74
1776308739.7841616,0.20830435679369397,0.5439811990692008,0.5825,47,69.046875,51364760.0,-0.479,-0.012,0.772,-31.83,-0.74
1776308739.883526,0.21066084910065808,0.5478968941837412,0.587,47,68.96875,51480396.0,-0.478,-0.011,0.772,-31.72,-0.68
1776308739.9853225,0.2093154746530654,0.5484122829320673,0.587,47,69.109375,51538232.0,-0.479,-0.012,0.769,-31.89,-0.74
1776308740.0859115,0.21056956476542962,0.5463247279727484,0.5855,47,68.921875,51653876.0,-0.479,-0.01,0.77,-31.87,-0.65
1776308740.1861541,0.21293841009102585,0.5502337989508697,0.59,47,68.84375,51769516.0,-0.479,-0.008,0.771,-31.87,-0.52
1776308740.2865252,0.2097838226417825,0.5514442381218623,0.59,47,69.171875,51885152.0,-0.479,-0.013,0.77,-31.92,-0.8
1776308740.386705,0.21050886315617534,0.5404498298017075,0.58,47,68.71875,51942960.0,-0.481,-0.01,0.772,-31.95,-0.61
1776308740.4863095,0.20878059694952267,0.5470108886826669,0.5855,47,69.109375,52058584.0,-0.48,-0.012,0.77,-31.93,-0.77
1776308740.5869331,0.21057650024283067,0.5414965720533058,0.581,47,68.75,52174212.0,-0.479,-0.014,0.768,-31.95,-0.87
1776308740.6877754,0.20625346398992897,0.5399476906072985,0.578,47,69.09375,52289840.0,-0.479,-0.012,0.771,-31.82,-0.77
1776308740.7871594,0.21477741473524886,0.5430715073723191,0.584,47,68.421875,52347652.0,-0.479,-0.012,0.769,-31.94,-0.74
1776308740.8889823,0.21491839784256486,0.5451661052090316,0.586,47,68.484375,52463300.0,-0.48,-0.011,0.77,-31.96,-0.68
1776308740.988665,0.21119665704448518,0.5466186715190344,0.586,47,68.875,52578928.0,-0.481,-0.012,0.768,-32.07,-0.74
1776308741.0886421,0.21400544870727092,0.5406883741339364,0.5815,47,68.40625,52636744.0,-0.48,-0.013,0.77,-31.95,-0.83
1776308741.1892061,0.2118122392646854,0.5442348530714287,0.584,47,68.734375,52752364.0,-0.48,-0.009,0.768,-32.02,-0.56
1776308741.288887,0.2057802137040337,0.5449410552049848,0.5825,47,69.3125,52867976.0,-0.478,-0.011,0.772,-31.75,-0.71
1776308741.3882267,0.2133391577222589,0.5420264327340109,0.5825,47,68.515625,52983608.0,-0.48,-0.009,0.771,-31.89,-0.58
1776308741.4888577,0.21555407780643754,0.5433016561184185,0.5845,47,68.359375,53041424.0,-0.479,-0.011,0.769,-31.94,-0.68
1776308741.588283,0.2113669173307263,0.5444079594000311,0.584,47,68.78125,53157068.0,-0.48,-0.011,0.771,-31.91,-0.68
1776308741.6905675,0.22225349674504147,0.5637724569226505,0.606,47,68.484375,53272716.0,-0.481,-0.011,0.774,-31.88,-0.68
1776308741.7905633,0.21555571452773092,0.5647618825084068,0.6045,47,69.109375,53388356.0,-0.482,-0.011,0.766,-32.17,-0.71
1776308741.8927991,0.22011473612202162,0.5592410061341467,0.601,47,68.515625,53446172.0,-0.479,-0.011,0.771,-31.84,-0.68
1776308741.9919732,0.2185000646775502,0.5582633533879028,0.5995,47,68.625,53561804.0,-0.478,-0.012,0.772,-31.76,-0.77
1776308742.0930097,0.21816385515906284,0.5551727499635907,0.5965,47,68.546875,53677424.0,-0.479,-0.011,0.771,-31.82,-0.71
1776308742.192536,0.21491285775222718,0.5719558230954301,0.611,47,69.40625,53793060.0,-0.479,-0.011,0.773,-31.79,-0.68
1776308742.2939212,0.22373172524040003,0.5707128131739764,0.613,47,68.59375,53850872.0,-0.48,-0.013,0.77,-31.93,-0.8
1776308742.39312,0.21946052623412698,0.5675467623245155,0.6085,47,68.859375,53966500.0,-0.477,-0.012,0.775,-31.61,-0.74
1776308742.4941924,0.21894327331683505,0.5736373794212766,0.614,47,69.109375,54082132.0,-0.479,-0.009,0.767,-31.98,-0.56
1776308742.5949254,0.22421809049854652,0.5664907857972498,0.60925,47,68.40625,54197756.0,-0.48,-0.012,0.77,-31.95,-0.74
1776308742.6962209,0.21006306108747375,0.5481263635025779,0.587,47,69.03125,54255560.0,-0.48,-0.011,0.771,-31.92,-0.68
1776308742.7957363,0.22118080403089307,0.5866924679320911,0.627,47,69.34375,54371208.0,-0.48,-0.011,0.777,-31.71,-0.7
1776308742.8945675,0.22495372552822038,0.5761406697768994,0.6185,47,68.671875,54486836.0,-0.48,-0.011,0.77,-31.95,-0.68
1776308742.9955525,0.22050594264551873,0.5767871177982491,0.6175,47,69.078125,54544664.0,-0.479,-0.012,0.768,-31.95,-0.74
1776308743.0962412,0.22063266544573076,0.5705780309811378,0.61175,47,68.859375,54660284.0,-0.479,-0.011,0.771,-31.88,-0.71
1776308743.1977463,0.22555710634327475,0.5914499063978695,0.633,47,69.125,54775932.0,-0.48,-0.012,0.769,-31.97,-0.74
1776308743.2976701,0.21143964683537186,0.5419652555709944,0.58175,47,68.6875,54891564.0,-0.48,-0.011,0.771,-31.94,-0.68
1776308743.398137,0.20945474002629422,0.5381774446040242,0.5775,47,68.734375,54949380.0,-0.481,-0.008,0.769,-32.04,-0.52
1776308743.4977117,0.2058650622431442,0.5384903213128592,0.5765,47,69.078125,55065000.0,-0.479,-0.012,0.772,-31.8,-0.74
1776308743.5950491,0.20571402798600041,0.5465690612262781,0.584,47,69.375,55180620.0,-0.478,-0.01,0.771,-31.79,-0.65
1776308743.6939638,0.21363475553463146,0.5419099936591484,0.5825,47,68.484375,55238432.0,-0.479,-0.012,0.772,-31.82,-0.74
1776308743.7924604,0.20741399118857431,0.5443213079232027,0.5825,47,69.140625,55354088.0,-0.481,-0.013,0.768,-32.09,-0.8
1776308743.8905764,0.20510207301028024,0.54359372664416,0.581,47,69.328125,55469716.0,-0.481,-0.01,0.77,-32.0,-0.62
1776308743.9888432,0.2057802137040337,0.5449410552049848,0.5825,47,69.3125,55585348.0,-0.478,-0.012,0.772,-31.74,-0.77
1776308744.08796,0.20850758658855595,0.5422965852142311,0.581,47,68.96875,55643168.0,-0.479,-0.011,0.773,-31.77,-0.68
1776308744.1868153,0.2056800133797458,0.5332053845340533,0.5715,47,68.90625,55758812.0,-0.483,-0.011,0.776,-31.91,-0.67
1776308744.285865,0.20554673089830755,0.5434257460012533,0.581,47,69.28125,55874456.0,-0.479,-0.011,0.768,-31.99,-0.71
1776308744.3853433,0.20563159643457532,0.5449971527886802,0.5825,47,69.328125,55932288.0,-0.48,-0.01,0.771,-31.92,-0.62
1776308744.4826236,0.2056365699057531,0.5348295065882176,0.573,47,68.96875,56047912.0,-0.48,-0.011,0.771,-31.92,-0.71
1776308744.5796332,0.20539852687400717,0.543481779968738,0.581,47,69.296875,56163544.0,-0.479,-0.015,0.77,-31.87,-0.93
1776308744.6778948,0.20450898233100573,0.5438171348403215,0.581,47,69.390625,56279188.0,-0.482,-0.01,0.769,-32.07,-0.62
1776308744.776935,0.2031306830554839,0.5379246467688691,0.575,47,69.3125,56337000.0,-0.481,-0.011,0.77,-31.99,-0.71
1776308744.8754945,0.21367629437964308,0.5322073761422178,0.5735,47,68.125,56452604.0,-0.479,-0.01,0.77,-31.86,-0.65
1776308744.9731393,0.20886646367390632,0.5432299700424827,0.582,47,68.96875,56568240.0,-0.479,-0.01,0.766,-32.0,-0.65
1776308745.072059,0.20860745937731007,0.5390426030400045,0.578,47,68.84375,56626056.0,-0.481,-0.013,0.769,-32.02,-0.8
1776308745.1714308,0.20575493754076563,0.5417427024682434,0.5795,47,69.203125,56741688.0,-0.478,-0.01,0.77,-31.8,-0.65
1776308745.267914,0.2066906432831654,0.5478040050777206,0.5855,47,69.328125,56857316.0,-0.481,-0.009,0.769,-32.02,-0.59
1776308745.365982,0.20327737169114307,0.537869231466479,0.575,47,69.296875,56915128.0,-0.479,-0.01,0.767,-31.97,-0.62
1776308745.4643595,0.2014870274109456,0.5353381901051902,0.572,47,69.375,57030772.0,-0.48,-0.01,0.769,-31.97,-0.65
1776308745.5643756,0.2054594321436149,0.5418548437941875,0.5795,47,69.234375,57146400.0,-0.48,-0.011,0.774,-31.81,-0.68
1776308745.6618943,0.2061371027165631,0.5405272841250672,0.5785,47,69.125,57262028.0,-0.48,-0.011,0.771,-31.93,-0.71
1776308745.7605424,0.20427680023785846,0.5423017968664515,0.5795,47,69.359375,57319848.0,-0.479,-0.011,0.768,-31.96,-0.71
1776308745.8593948,0.2100301038821706,0.5449250916073186,0.584,47,68.921875,57435500.0,-0.48,-0.011,0.768,-32.0,-0.68
1776308745.9588473,0.20890569923284943,0.530338013749754,0.57,47,68.5,57551128.0,-0.48,-0.012,0.769,-31.97,-0.74
1776308746.0562706,0.20640070420908468,0.5398914236233003,0.578,47,69.078125,57608936.0,-0.48,-0.01,0.77,-31.95,-0.65
1776308746.1556225,0.20649150065028465,0.5454739431532853,0.58325,47,69.265625,57724564.0,-0.48,-0.012,0.77,-31.93,-0.74
1776308746.2536705,0.20664285668792454,0.5427423811347828,0.58075,47,69.15625,57840196.0,-0.479,-0.011,0.77,-31.91,-0.68
1776308746.352549,0.20634576462451298,0.5415179363802506,0.5795,47,69.140625,57898004.0,-0.478,-0.01,0.771,-31.78,-0.62
1776308746.4512222,0.2067615133325365,0.5434997024879032,0.5815,47,69.171875,58013636.0,-0.479,-0.011,0.769,-31.94,-0.68
1776308746.5503054,0.20590067022282077,0.5403498649040206,0.57825,47,69.140625,58129256.0,-0.479,-0.012,0.767,-32.0,-0.74
1776308746.6495366,0.20779998782636094,0.5444416658920993,0.58275,47,69.109375,58244892.0,-0.48,-0.01,0.769,-31.98,-0.62
1776308746.7492833,0.20693634617502524,0.5412925259337414,0.5795,47,69.078125,58302720.0,-0.479,-0.012,0.77,-31.85,-0.77
1776308746.8508992,0.20678872384457414,0.5413489389393245,0.5795,47,69.09375,58418352.0,-0.479,-0.012,0.77,-31.9,-0.74
1776308746.9483807,0.20516198988603876,0.5433038932365578,0.58075,47,69.3125,58533988.0,-0.479,-0.01,0.766,-32.03,-0.65
1776308747.0461864,0.20731585881195627,0.5400762767286312,0.5785,47,69.0,58591796.0,-0.48,-0.01,0.769,-31.97,-0.62
1776308747.1465466,0.21205729153852,0.5387696215502012,0.579,47,68.515625,58707412.0,-0.48,-0.012,0.771,-31.9,-0.77
1776308747.2463126,0.20292500570365715,0.5396051260506805,0.5765,47,69.390625,58823024.0,-0.479,-0.008,0.769,-31.92,-0.52
1776308747.3468914,0.20622597364559075,0.5447725193086819,0.5825,47,69.265625,58938648.0,-0.48,-0.011,0.771,-31.91,-0.71
1776308747.4456728,0.21467824596513013,0.5280276988088173,0.57,47,67.875,58996460.0,-0.48,-0.01,0.77,-31.98,-0.62
1776308747.5474613,0.20404302616169015,0.5407868743551195,0.578,47,69.328125,59112076.0,-0.483,-0.009,0.771,-32.08,-0.55
1776308747.6464362,0.2067680348822294,0.533856937531902,0.5725,47,68.828125,59227712.0,-0.479,-0.013,0.769,-31.91,-0.8
1776308747.7460098,0.2078852733910583,0.5473517727267584,0.5855,47,69.203125,59343320.0,-0.482,-0.009,0.77,-32.04,-0.59
1776308747.8451154,0.20720609374188667,0.5433303642501756,0.5815,47,69.125,59401116.0,-0.479,-0.009,0.77,-31.88,-0.56
1776308747.9446838,0.20947583880862383,0.537364341443888,0.57675,47,68.703125,59516736.0,-0.479,-0.011,0.778,-31.65,-0.67
1776308748.0456882,0.20454278942040555,0.5389939677734062,0.5765,47,69.21875,59632368.0,-0.481,-0.012,0.769,-32.03,-0.77
1776308748.1443713,0.20939463778642645,0.5419546896801348,0.581,47,68.875,59690188.0,-0.478,-0.009,0.768,-31.9,-0.56
1776308748.2458892,0.21131465567000166,0.5412089395964081,0.581,47,68.671875,59805824.0,-0.478,-0.012,0.77,-31.85,-0.77
1776308748.3455207,0.2053448350894571,0.5349415843828965,0.573,47,69.0,59921460.0,-0.48,-0.013,0.768,-32.0,-0.8
1776308748.4445894,0.2102994784302693,0.5373110173558296,0.577,47,68.625,60037076.0,-0.48,-0.011,0.77,-31.95,-0.71
